Timestamp, power, temperature, voltage
138,25,0,0
139,25,0,0
140,25,0,0
141,25,0,0
142,25,0,0
143,25,0,0
144,25,0,0
145,25,0,0
146,25,0,0
147,25,0,0
148,25,0,0
149,25,0,0
150,25,0,0
151,25,0,0
152,25,0,0
153,25,0,0
154,25,0,0
155,25,0,0
156,25,0,0
157,25,0,0
158,25,0,0
159,25,0,0
160,25,0,0
161,25,0,0
162,25,0,0
163,25,0,0
164,25,0,0
165,25,0,0
166,25,0,0
167,25,0,0
168,25,0,0
169,25,0,0
170,25,0,0
171,25,0,0
172,25,0,0
173,25,0,0
174,25,0,0
175,25,0,0
176,25,0,0
177,25,0,0
178,25,0,0
179,25,0,0
180,25,0,0
181,25,0,0
182,25,0,0
183,25,0,0
184,25,0,0
185,25,0,0
186,25,0,0
187,25,0,0
188,25,0,0
189,25,0,0
190,25,0,0
191,25,0,0
192,25,0,0
193,25,0,0
194,25,0,0
195,25,0,0
196,25,0,0
197,25,0,0
198,25,0,0
199,25,0,0
200,25,0,0
201,25,0,0
202,25,0,0
203,25,0,0
204,25,0,0
205,25,0,0
206,25,0,0
207,25,0,0
208,25,0,0
209,25,0,0
210,25,0,0
211,25,0,0
212,25,0,0
213,25,0,0
214,25,0,0
215,25,0,0
216,25,0,0
217,25,0,0
218,25,0,0
219,25,0,0
220,25,0,0
221,25,0,0
222,25,0,0
223,25,0,0
224,25,0,0
225,25,0,0
226,25,0,0
227,25,0,0
228,25,0,0
229,25,0,0
230,25,0,0
231,25,0,0
232,25,0,0
233,25,0,0
234,25,0,0
235,25,0,0
236,25,0,0
237,25,0,0
238,25,0,0
239,25,0,0
240,25,0,0
241,25,0,0
242,25,0,0
243,25,0,0
244,25,0,0
245,25,0,0
246,25,0,0
247,25,0,0
248,25,0,0
249,25,0,0
250,25,0,0
251,25,0,0
252,25,0,0
253,25,0,0
254,25,0,0
255,25,0,0
256,25,0,0
257,25,0,0
258,25,0,0
259,25,0,0
260,25,0,0
261,25,0,0
262,25,0,0
263,25,0,0
264,25,0,0
265,25,0,0
266,25,0,0
267,25,0,0
268,25,0,0
269,25,0,0
270,25,0,0
271,25,0,0
272,25,0,0
273,25,0,0
274,25,0,0
275,25,0,0
276,25,0,0
277,25,0,0
278,25,0,0
279,25,0,0
280,25,0,0
281,25,0,0
282,25,0,0
283,25,0,0
284,25,0,0
285,25,0,0
286,25,0,0
287,25,0,0
288,25,0,0
289,25,0,0
290,25,0,0
291,25,0,0
292,25,0,0
293,25,0,0
294,25,0,0
295,25,0,0
296,25,0,0
297,25,0,0
298,25,0,0
299,25,0,0
300,25,0,0
301,25,0,0
302,25,0,0
303,25,0,0
304,25,0,0
305,25,0,0
306,25,0,0
307,25,0,0
308,25,0,0
309,25,0,0
310,25,0,0
311,25,0,0
312,25,0,0
313,25,0,0
314,25,0,0
315,25,0,0
316,25,0,0
317,25,0,0
318,25,0,0
319,25,0,0
320,25,0,0
321,25,0,0
322,25,0,0
323,25,0,0
324,25,0,0
325,25,0,0
326,25,0,0
327,25,0,0
328,25,0,0
329,25,0,0
330,25,0,0
331,25,0,0
332,25,0,0
333,25,0,0
334,25,0,0
335,25,0,0
336,25,0,0
337,25,0,0
338,25,0,0
339,25,0,0
340,25,0,0
341,25,0,0
342,25,0,0
343,25,0,0
344,25,0,0
345,25,0,0
346,25,0,0
347,25,0,0
348,25,0,0
349,25,0,0
350,25,0,0
351,25,0,0
352,25,0,0
353,25,0,0
354,25,0,0
355,25,0,0
356,25,0,0
357,25,0,0
358,25,0,0
359,25,0,0
360,25,0,0
361,25,0,0
362,25,0,0
363,25,0,0
364,25,0,0
365,25,0,0
366,25,0,0
367,25,0,0
368,25,0,0
369,25,0,0
370,25,0,0
371,25,0,0
372,25,0,0
373,25,0,0
374,25,0,0
375,25,0,0
376,25,0,0
377,25,0,0
378,25,0,0
379,25,0,0
380,25,0,0
381,25,0,0
382,25,0,0
383,25,0,0
384,25,0,0
385,25,0,0
386,25,0,0
387,25,0,0
388,25,0,0
389,25,0,0
390,25,0,0
391,25,0,0
392,25,0,0
393,25,0,0
394,25,0,0
395,25,0,0
396,25,0,0
397,25,0,0
398,25,0,0
399,25,0,0
400,25,0,0
401,25,0,0
402,25,0,0
403,25,0,0
404,25,0,0
405,25,0,0
406,25,0,0
407,25,0,0
408,25,0,0
409,25,0,0
410,25,0,0
411,25,0,0
412,25,0,0
413,25,0,0
414,25,0,0
415,25,0,0
416,25,0,0
417,25,0,0
418,25,0,0
419,25,0,0
420,25,0,0
421,25,0,0
422,25,0,0
423,25,0,0
424,25,0,0
425,25,0,0
426,25,0,0
427,25,0,0
428,25,0,0
429,25,0,0
430,25,0,0
431,25,0,0
432,25,0,0
433,25,0,0
434,25,0,0
435,25,0,0
436,25,0,0
437,25,0,0
438,25,0,0
439,25,0,0
440,25,0,0
441,25,0,0
442,25,0,0
443,25,0,0
444,25,0,0
445,25,0,0
446,25,0,0
447,25,0,0
448,25,0,0
449,25,0,0
450,25,0,0
451,25,0,0
452,25,0,0
453,25,0,0
454,25,0,0
455,25,0,0
456,25,0,0
457,25,0,0
458,25,0,0
459,25,0,0
460,25,0,0
461,25,0,0
462,25,0,0
463,25,0,0
464,25,0,0
465,25,0,0
466,25,0,0
467,25,0,0
468,25,0,0
469,25,0,0
470,25,0,0
471,25,0,0
472,25,0,0
473,25,0,0
474,25,0,0
475,25,0,0
476,25,0,0
477,25,0,0
478,25,0,0
479,25,0,0
480,25,0,0
481,25,0,0
482,25,0,0
483,25,0,0
484,25,0,0
485,25,0,0
486,25,0,0
487,25,0,0
488,25,0,0
489,25,0,0
490,25,0,0
491,25,0,0
492,25,0,0
493,25,0,0
494,25,0,0
495,25,0,0
496,25,0,0
497,25,0,0
498,25,0,0
499,25,0,0
500,25,0,0
501,25,0,0
502,25,0,0
503,25,0,0
504,25,0,0
505,25,0,0
506,25,0,0
507,25,0,0
508,25,0,0
509,25,0,0
510,25,0,0
511,25,0,0
512,25,0,0
513,25,0,0
514,25,0,0
515,25,0,0
516,25,0,0
517,25,0,0
518,25,0,0
519,25,0,0
520,25,0,0
521,25,0,0
522,25,0,0
523,25,0,0
524,25,0,0
525,25,0,0
526,25,0,0
527,25,0,0
528,25,0,0
529,25,0,0
530,25,0,0
531,25,0,0
532,25,0,0
533,25,0,0
534,25,0,0
535,25,0,0
536,25,0,0
537,25,0,0
538,25,0,0
539,25,0,0
540,25,0,0
541,25,0,0
542,25,0,0
543,25,0,0
544,25,0,0
545,25,0,0
546,25,0,0
547,25,0,0
548,25,0,0
549,25,0,0
550,25,0,0
551,25,0,0
552,25,0,0
553,25,0,0
554,25,0,0
555,25,0,0
556,25,0,0
557,25,0,0
558,25,0,0
559,25,0,0
560,25,0,0
561,25,0,0
562,25,0,0
563,25,0,0
564,25,0,0
565,25,0,0
566,25,0,0
567,25,0,0
568,25,0,0
569,25,0,0
570,25,0,0
571,25,0,0
572,25,0,0
573,25,0,0
574,25,0,0
575,25,0,0
576,25,0,0
577,25,0,0
578,25,0,0
579,25,0,0
580,25,0,0
581,25,0,0
582,25,0,0
583,25,0,0
584,25,0,0
585,25,0,0
586,25,0,0
587,25,0,0
588,25,0,0
589,25,0,0
590,25,0,0
591,25,0,0
592,25,0,0
593,25,0,0
594,25,0,0
595,25,0,0
596,25,0,0
597,25,0,0
598,25,0,0
599,25,0,0
600,25,0,0
601,25,0,0
602,25,0,0
603,25,0,0
604,25,0,0
605,25,0,0
606,25,0,0
607,25,0,0
608,25,0,0
609,25,0,0
610,25,0,0
611,25,0,0
612,25,0,0
613,25,0,0
614,25,0,0
615,25,0,0
616,25,0,0
617,25,0,0
618,25,0,0
619,25,0,0
620,25,0,0
621,25,0,0
622,25,0,0
623,25,0,0
624,25,0,0
625,25,0,0
626,25,0,0
627,25,0,0
628,25,0,0
629,25,0,0
630,25,0,0
631,25,0,0
632,25,0,0
633,25,0,0
634,25,0,0
635,25,0,0
636,25,0,0
637,25,0,0
638,25,0,0
639,25,0,0
640,25,0,0
641,25,0,0
642,25,0,0
643,25,0,0
644,25,0,0
645,25,0,0
646,25,0,0
647,25,0,0
648,25,0,0
649,25,0,0
650,25,0,0
651,25,0,0
652,25,0,0
653,25,0,0
654,25,0,0
655,25,0,0
656,25,0,0
657,25,0,0
658,25,0,0
659,25,0,0
660,25,0,0
661,25,0,0
662,25,0,0
663,25,0,0
664,25,0,0
665,25,0,0
666,25,0,0
667,25,0,0
668,25,0,0
669,25,0,0
670,25,0,0
671,25,0,0
672,25,0,0
673,25,0,0
674,25,0,0
675,25,0,0
676,25,0,0
677,25,0,0
678,25,0,0
679,25,0,0
680,25,0,0
681,25,0,0
682,25,0,0
683,25,0,0
684,25,0,0
685,25,0,0
686,25,0,0
687,25,0,0
688,25,0,0
689,25,0,0
690,25,0,0
691,25,0,0
692,25,0,0
693,25,0,0
694,25,0,0
695,25,0,0
696,25,0,0
697,25,0,0
698,25,0,0
699,25,0,0
700,25,0,0
701,25,0,0
702,25,0,0
703,25,0,0
704,25,0,0
705,25,0,0
706,25,0,0
707,25,0,0
708,25,0,0
709,25,0,0
710,25,0,0
711,25,0,0
712,25,0,0
713,25,0,0
714,25,0,0
715,25,0,0
716,25,0,0
717,25,0,0
718,25,0,0
719,25,0,0
720,25,0,0
721,25,0,0
722,25,0,0
723,25,0,0
724,25,0,0
725,25,0,0
726,25,0,0
727,25,0,0
728,25,0,0
729,25,0,0
730,25,0,0
731,25,0,0
732,25,0,0
733,25,0,0
734,25,0,0
735,25,0,0
736,25,0,0
737,25,0,0
738,25,0,0
739,25,0,0
740,25,0,0
741,25,0,0
742,25,0,0
743,25,0,0
744,25,0,0
745,25,0,0
746,25,0,0
747,25,0,0
748,25,0,0
749,25,0,0
750,25,0,0
751,25,0,0
752,25,0,0
753,25,0,0
754,25,0,0
755,25,0,0
756,25,0,0
757,25,0,0
758,25,0,0
759,25,0,0
760,25,0,0
761,25,0,0
762,25,0,0
763,25,0,0
764,25,0,0
765,25,0,0
766,25,0,0
767,25,0,0
768,25,0,0
769,25,0,0
770,25,0,0
771,25,0,0
772,25,0,0
773,25,0,0
774,25,0,0
775,25,0,0
776,25,0,0
777,25,0,0
778,25,0,0
779,25,0,0
780,25,0,0
781,25,0,0
782,25,0,0
783,25,0,0
784,25,0,0
785,25,0,0
786,25,0,0
787,25,0,0
788,25,0,0
789,25,0,0
790,25,0,0
791,25,0,0
792,25,0,0
793,25,0,0
794,25,0,0
795,25,0,0
796,25,0,0
797,25,0,0
798,25,0,0
799,25,0,0
800,25,0,0
801,25,0,0
802,25,0,0
803,25,0,0
804,25,0,0
805,25,0,0
806,25,0,0
807,25,0,0
808,25,0,0
809,25,0,0
810,25,0,0
811,25,0,0
812,25,0,0
813,25,0,0
814,25,0,0
815,25,0,0
816,25,0,0
817,25,0,0
818,25,0,0
819,25,0,0
820,25,0,0
821,25,0,0
822,25,0,0
823,25,0,0
824,25,0,0
825,25,0,0
826,25,0,0
827,25,0,0
828,25,0,0
829,25,0,0
830,25,0,0
831,25,0,0
832,25,0,0
833,25,0,0
834,25,0,0
835,25,0,0
836,25,0,0
837,25,0,0
838,25,0,0
839,25,0,0
840,25,0,0
841,25,0,0
842,25,0,0
843,25,0,0
844,25,0,0
845,25,0,0
846,25,0,0
847,25,0,0
848,25,0,0
849,25,0,0
850,25,0,0
851,25,0,0
852,25,0,0
853,25,0,0
854,25,0,0
855,25,0,0
856,25,0,0
857,25,0,0
858,25,0,0
859,25,0,0
860,25,0,0
861,25,0,0
862,25,0,0
863,25,0,0
864,25,0,0
865,25,0,0
866,25,0,0
867,25,0,0
868,25,0,0
869,25,0,0
870,25,0,0
871,25,0,0
872,25,0,0
873,25,0,0
874,25,0,0
875,25,0,0
876,25,0,0
877,25,0,0
878,25,0,0
879,25,0,0
880,25,0,0
881,25,0,0
882,25,0,0
883,25,0,0
884,25,0,0
885,25,0,0
886,25,0,0
887,25,0,0
888,25,0,0
889,25,0,0
890,25,0,0
891,25,0,0
892,25,0,0
893,25,0,0
894,25,0,0
895,25,0,0
896,25,0,0
897,25,0,0
898,25,0,0
899,25,0,0
